Id,Name,Address Line 1,City,State,Zip,Tel,Payer Id
743,Trustmark SB Benefits,PO BOX 2920,Clinton,IA,52733-2920,877-498-9907,35182
744,Trustmark SB Benefits2,PO BOX 2920,Clinton,IA,52733-2920,877-498-9907,35182
163,TUFTS Health Plan,PO BOX 9165,Watertown,MA,02471-9165,888-884-2404,4298
162,Tufts Health Plan 2,P O BOX 9165,Watertown,MA,02471-9165,888-884-2404,
77,UFCW LOCAL 1546,1649 W ADAMS ST,CHICAGO,IL,60612-3201,312-829-2156,SPRNT
552,UFCW Local 1546 Facility,1649 W ADAMS ST,CHICAGO,IL,60612-3201,312-829-2156,HPRNT
866,UHC ACUITY BRANDS,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,25463
863,UHC Choice Plus,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
862,UHC Choice Plus2,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
865,UHC CHRONIC COMPLETE ASSURE,PO BOX 30555,SALT LAKE CITY,UT,841300555,877-842-3210,87726
763,UHC GLOBAL,PO BOX 30526,SALT LAKE CITY,UT,84130-0526,800-382-9075,USN01
854,UHC Global 2,PO BOX 30526,SALT LAKE CITY,UT,84130-0628,800-382-9075,USN01
715,UHC MC Advantage 2,PO BOX 31362,Salt Lake City,UT,841310362,877-842-3210,87726
369,UHC MEDICARE Advantage PPO,PO BOX 31362,SALT LAKE CITY,UT,84131-0362,877-842-3210,87726
840,UHC Student Resources,PO BOX 809025,Dallas,TX,753809025,877-295-0720,74227
554,UHC STUDENT RESOURCES 2,PO BOX 809025,DALLAS,TX,753809025,877-295-0720,74227
834,UIPG,PO BOX 8030,WESTCHESTER,IL,60154,,UIC67
809,UIPG,PO BOX 8030,WESTCHESTER,IL,60154-8254,312-996-4374,UIC67
150,UMR,PO BOX 30541,SALT LAKE CITY,UT,841300541,800-557-5087,39026
152,UMR2,PO Box 30541,Salt Lake City,UT,841300541,800-557-5087,39026
243,UNICARE,P O BOX 4458,CHICAGO,IL,606800000,800-508-9355,SPRNT
575,UniCare PPO,PO BOX 9016,Andover,MA,01810-0916,800-442-9300,80314
576,Unicare PPO 2,PO BOX 9016,Andover,MA,01810-0916,800-442-9300,S0314
729,Unified Group Services,P O. BOX 10,Pendleton,IN,46064-0010,,35198
730,Unified Life Insurance Company,P O Box 25326,Overland Park,KS,66225-5326,800-237-4463,
305,Unified Physician Network,5215 OLD ORCHARD RD,Skokie,IL,60077,847-763-7237,34638
169,UNION HEALTH SERVICES,1634 W. Polk Street,CHICAGO,IL,60612,312-423-4200,SPRNT
314,UNITED AMERICAN INSURANCE CO.,3700 SOUTH STONEBRIDGE DRIVE,MCKINNEY,TX,75070,972-529-5085,99999
788,United Health Care,PO BOX 31386,SALT LAKE CITY,UT,84131,800-666-1353,87726
34,UNITED HEALTH CARE,PO BOX 30555,SALT LAKE CITY,UT,841300555,877-842-3210,87726
797,United Health Care,PO BOX 31394,SALT LAKE CITY,UT,841310394,877-797-8819,87726
127,UNITED HEALTH CARE 2,PO BOX 30555,Salt Lake City,UT,841300555,877-842-3210,87726
813,United Health Care 2,PO BOX 31394,SALT LAKE CITY,UT,84131-0406,877-842-3210,87726
830,United Health Care Choice,PO BOX 30884,Salt Lake City,UT,84130,877-842-3210,87726
831,United Health Care Choice 2,PO BOX 30884,Salt Lake City,UT,84130,877-842-3210,6111
734,United Health Care community plan,PO BOX 5230,Kingston,NY,12402-5230,800-905-8671,87726
742,United Health Care GA,PO BOX 740111,ATLANTA,GA,303740111,877-842-3210,87726
570,UNITED HEALTH CARE HMO CHARTER,PO BOX 31350,SALT LAKE CITY,UT,84131,877-842-3210,87726
507,UNITED HEALTH CARE NAVIGATE,PO BOX 30555,SALT LAKE CITY,UT,841300555,877-842-3210,87726
505,UNITED HEALTH CARE NAVIGATE GA,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
170,United Health Care Oxford plan,PO BOX 29130,Hot Spring,AR,71903,800-666-1353,6111
171,United Health Care Oxford plan 2,PO BOX 29130,Hot Spring,AR,71903,800-666-1353,6111
395,UNITED HEALTH CARE STUDENT RESOURCES,PO BOX 809025,DALLAS,TX,75380-9025,888-224-4875,74227
311,UNITED HEALTHCARE,PO BOX 31350,SALT LAKE CITY,UT,84131,877-842-3210,87726
789,United Healthcare 2,PO BOX 31386,Salt Lake City,UT,84131,877-842-3210,6111
820,United Healthcare Choice Plus,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
832,United Healthcare Choice Plus,PO BOX 740809,ATLANTA,GA,303740809,877-842-3210,87726
821,United Healthcare Choice Plus2,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
196,UNITED HEALTHCARE GA,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
232,UNITED HEALTHCARE GA 2,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
762,United Healthcare HMO,P O BOX 5280,Kingston,NY,12402-5280,888-200-0325,87726
239,UNITED HEALTHCARE INTERNATIONAL,PO BOX 740372,ATLANTA,GA,303740372,877-563-9016,87726
240,UNITED HEALTHCARE INTERNATIONAL 2,PO BOX 740372,ATLANTA,GA,303740372,877-842-3210,87726
709,United Healthcare MC 2,PO BOX 31362,Salt Lake City,UT,84131,877-842-3210,87726
569,United Healthcare Medicare Advan 2,PO BOX 30995,SALT LAKE CITY,UT,84130-0363,877-842-3210,87726
454,United Healthcare Medicare Advantage,PO BOX 30995,SALT LAKE CITY,UT,84130-0363,877-842-3210,87726
653,UNITED HEALTHCARE Medicare PPO,PO BOX 31362,SALT LAKE CITY,UT,84131,877-842-3210,87726
871,UNITED HEALTHCARE NEXUSACO OA,PO BOX 740800,ATLANTA,GA,30374-0800,,87726
667,United HealthCare Shared Services GEHA,PO BOX 30783,SALT LAKE CITY,UT,84130-0749,800-821-6136,39026
567,UNITED HEALTHCARE STUDENT RESOURCES 2,PO BOX 809025,DALLAS,TX,75380-9025,888-224-4875,74227
799,United Healtthcare International 2,PO BOX 740372,ATLANTA,GA,303740372,877-563-9016,87726
430,United National Insurance Group,P O BOX 389447,CHICAGO,IL,60638-9447,866-466-5374,74227
431,United National Insurance Group 2,PO BOX 389447,CHICAGO,IL,60638-9447,866-466-5374,SPRNT
350,UNITED WORLD INS Mutual of Omaha,3316 FARNAM STREET,Omaha,NE,68175,,71412
642,United World Life Insurance Company,3316 Farnam St,Omaha,NE,68175-0001,877-617-5587,
735,Unitedhealthcare Choice Plus,PO BOX 30541,SALT LAKE CITY,UT,841300541,866-745-8744,39026
571,UnitedHealthcare Choice Plus,PO BOX 30985,SALT LAKE CITY,UT,841300985,877-842-3210,87726
798,UnitedHealthCare Choice Plus2,PO BOX 30985,Salt Lake City,UT,841300985,877-842-3210,87726
822,UnitedHealthcare Core,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
823,UnitedHealthCare Core2,PO BOX 740800,ATLANTA,GA,303740800,877-842-3210,87726
795,UnitedHealthcare GA,PO BOX 740372,ATLANTA,GA,303740372,877-842-3210,87726
796,UnitedHealthcare GA2,PO BOX 740372,ATLANTA,GA,303740372,877-842-3210,EN826
773,UNITEDHEALTHCARE HMO Plan Name Il Esi Gold 3,PO BOX 5230,KINGSTON,NY,12402-5290,888-478-4760,87726
679,UnitedHealthCare SHARED SERVICE,PO BOX 30783,SALT LAKE CITY,UT,84130-0783,800-693-5254,39026
680,UnitedHealthCare SHARED SERVICE 2,PO BOX 30783,SALT LAKE CITY,UT,84130-0783,800-693-5254,39026
714,Univ of III Campus Care,PO BOX 8030,Westchester,IL,60154,312-996-4915,
581,Universal Assistance,1200 BRICKELL AVE,MIAMI,FL,33131-3373,305-590-8829,
833,unknown,,,,,,
758,UPMC Health Plan,PO BOX 2999,PITTSBURGH,PA,15230-2999,866-328-8762,23281
772,UPMC HEALTH PLAN 2,PO BOX 2999,PITTSBURGH,PA,15230-2999,866-328-8762,23281
120,UPREHS,PO BOX 161020,SALT LAKE CITY,UT,84116-1020,800-547-0421,87042
666,USAA AUTO INSURANCE SOLUTION,ATTENTION USAA MEDICAL MAIL DEPARTMENT,daphne,AL,36526,800-531-8111,74095
671,USAA Auto Insurance Solution 2,PO BOX 5000,Daphne,AL,36526,800-531-8111,74095
280,USAA Life Insurance Company,PO BOX 12750,Pensacola,FL,32591-2750,877-429-9571,J2085
754,VA Community Care Network,PO BOX 202117,FLORENCE,SC,29502-2119,884-839-6108,VACCN
596,VA FEE FOR BASIS,136E 820 SOUTH DAMEN AVE,CHICAGO,IL,60612,312-569-8387,SPRNT
751,VILLAGEMD of Chicago,1639 N ALPINE RD,ROCKFORD,IL,61107,800-865-0093,36364
602,walgreens,1010 MAPLE AVe,Lisle,il,60532,,
426,WEB/TPA,PO BOX 99906,GRAPEVINE,TX,76099-9705,800-952-7420,75261
805,WEBTPA 2,PO BOX 99906,Grapevine,TX,76099-9706,800-981-7405,75261
490,WELFARE FUND,600 N INDUSTRIAL DR SUIT 100,ELMHURST,IL,60126,630-617-8666,SPRNT
708,Wellcare Advocate MC,PO BOX 0838,MT PROSPECT,IL,60056,847-298-6000,36320
138,WELLCARE AHC,PO BOX 0598,MT PROSPECT,IL,600560598,847-298-6000,36320
144,Wellcare Health Plan Inc,PO BOX 31372,Tampa,FL,336313372,866-334-6876,14163
368,Wellcare Health Plans Inc 2,PO BOX 31372,TAMPA,FL,33631-3372,877-902-6784,S4163
220,Wellcare HMO,PO BOX 25885,Tampa,FL,33622,866-334-6876,14163
608,Wellcare HMO ADVOCATE Health Partners,PO BOX 838,MOUNT PROSPECT,IL,60056-0896,847-298-6000,36320
787,Wellfleet,PO BOX 15369,Springfield,MA,01115-1536,855-664-5837,87843
741,Wellspan Population Health Services,PO Box 2347,York,PA,17405,800-842-1768,23266
745,WellSpan Population Health2,PO BOX 2347,York,PA,17405,800-842-1768,23266
174,West Suburban Health Providers,PO Box 9237,Oak Brook,IL,60522-9237,708-783-7100,SPRNT
573,West Suburban Health Providers,3 ERIE CT,OAK PARK,IL,60302-2519,410-972-2028,80942
290,Western and Southern Financial Group,PO BOX 5735,CINCINNATI,OH,45201-5685,866-295-6879,31048
291,Western and Southern Financial Grp 2,PO BOX 5735,CINCINNATI,OH,45201-5685,800-033-3145,E1048
652,Western United Life,PO BOX 924408,HOUSTON,TX,77292-4408,800-877-7703,SPRNT
143,Winston Manor Nursing Home,Attn Administrator Dept,Chicago,IL,60622,773-252-2066,SPRNT
35,WORLD INSURANCE COMPANY,PO BOX 2558,OMAHA,NE,681030160,800-786-7557,75276
501,WPS Health Insurance,PO BOX 8190,Madison,WI,53708-8190,800-765-4977,6302
701,Youth Care Health Plan,PO BOX 4020,FARMINGTON,MO,63640,844-289-2264,42139
482,zzZDoNotUSEMERIDIAN HEALTH PLAN INC VMC,1 CAMPUS MARTIUS SUITE 720,DETROIT,MI,48226,866-606-3700,13189
345,zzzPA/MEDICAID,Department of Human Services,Harrisburg,PA,17105,,
349,zzzzBaxter Health Care Management,P.O. Box 4020,Farmington,MO,63640-4402,866-329-4701,68069
342,zzzzBEACON HEALTH STRATEGIES,500 UNICORN PARK DR,WOBURN,MA,01801-3377,888-249-0478,96075
90,zzzzBEECH STREET PPO,PO BOX 8190 WPS CLAIMS,MADISON,WI,537088190,800-221-7006,SPRNT
474,zzZZDoNotUseMERIDIAN HEALTH PLAN MMAI SEC,1 CAMPUS MARTIUS SUITE 720,DETROIT,MI,48226,866-606-3700,13189
473,ZZzzDONotUSEMERIDIAN HEALTH PLAN MMP,1 CAMPUS MARTIUS SUITE 720,DETROIT,MI,48226,866-606-3700,13189
276,ZZzzDONOTUSEMERIDIAN Plan,1 CAMPUS MARTIUS,DETROIT,MI,48226-5012,866-606-3700,13189
258,zzzzHEALTH ALLIANCE PLAN,PO BOX 4020,FARMINGTON,MO,63640-3800,866-329-4701,68069
344,zzzzHealth Spring,PO BOX 981804,EL PASO,TX,79998-1804,,
156,zzzzNorrage Garden,7001 w cullom,norrige,IL,60706,,NHSALU510001
193,zzzzPrimecare West Town,1908 Solution Cntr,Chicago,IL,60677,312-633-5841,
347,zzzzRite Aid Pharmacy,810-814 South Broad St,Philadelphia,PA,19146,,
37,zzzzRUSH PRUDENTIAL HMO,CLAIMS DEPARTMENT,CHICAGO,IL,606096309,,36389
205,zzzztest,,,,,,
204,zzzzTEST INS NO 21,P O BOX 71245,LONDON,KY,40742,800-627-4872,25133
32,zzzzTRUSTMARK,P O BOX 7914,LAKE FOREST,IL,600457914,800-285-7911,61425
561,ZZZZZDo Not USe Not Setup CorrectlyCounty Care Health Plan 2,PO BOX 211592,Eagan,MN,55121-2892,312-864-8200,6541
257,ZZZZZZCOOK COUNTY CARE,PO BOX 4020,FARMINGTON,MO,63640-3800,855-444-1661,6541
483,ZZZZZZZZDO NOT USE MERIDIAN HEALTH PLAN ICP,1 CAMPUS MARTIUS SUITE 720,DETROIT,MI,48226,866-606-3700,13189
479,ZZZZZZZZZZZZDO NOT USEAETNA BETTER HEALTH INC ICP,PO BOX 66545,PHOENIX,AZ,850826545,866-329-4701,68024
